음식점,사용자명,리뷰,_merge
라체나1907,내일은상한가가자,맛있는 음식먹으면서 힐링하기 좋은 곳입니다,right_only
라체나1907,lum****,"석계역 근처에서 양식 먹으려고 하면 항상 떠오르는 곳입니다! 매장 분위기도 마음에 쏙 들지만 음식들의 맛은 더더욱 마음에 드는 곳으로, 메뉴 중에서는 청양크림파스타 강추드립니다👍 갈 때마다 항상 시키는 메뉴로 꾸덕한 크림+알싸한 고추 맛이 물리지 않고 계속 먹게 되는 맛입니다ㅎㅎ ",right_only
라체나1907,하코냥,"남편이랑 점심 외식하려고 방문했어요~~ 
친절하시고 음식도 맛있어요~!!^^
청양크림 파스타 엄지척입니다!!!",right_only
라체나1907,choliebe3,석계역주변으로 가성비맛집으로 아이와 함께해도 좋고 모임장소으로도 좋습니다,right_only
라체나1907,콩이랑1075,"임신하고 오랜만에 친정와서
들렀어요 ㅎㅎ 완전 맛있어요",right_only
라체나1907,그리고14,"분위기도 편안해서 좋았고,
음식이 맛있어서 더 좋았습니다.",right_only
라체나1907,다롱8478,잘먹었습니다~❣️,right_only
라체나1907,juh****,"토마토 파스타, 머쉬룸 파스타 먹었습니다. 만족 하였고 밥까지 비벼서먹으니 맛있어서 만족했습니다.",right_only
라체나1907,rka****,굿,right_only
라체나1907,다롱8478,맛있어요^^ 아이의 최애 파스타집!,right_only
라체나1907,jadoo1224,청양크림파스타 맛있어요,right_only
라체나1907,네크로맨서38,청양크림파스타가 유명하던데 정날 맛있네요..점심 세트 이용하시면 스테이크와 함께 먹을 수 있어요. ,right_only
라체나1907,bjl****,친구 생일 특별한 음식  맛나게 먹고 왔어요,right_only
라체나1907,Sjsjsjs90901,사장님이 친절하시고 특히 와인 종류가 많으며 페로니 생맥주가 좋습니다!,right_only
라체나1907,bjl****,가까운 곳에 이런 멋진 맛집이 있었다니~~생일 축하 모임 즐겁게 보내고 왔어요^^,right_only
라체나1907,hyakin,"모임 할때  먹기 좋아요
",right_only
라체나1907,tio****,언제나 맛있어요~,right_only
라체나1907,wogns31996,맛있어요! 담에는 스테이크도 한번 먹어보려구요 ,right_only
라체나1907,아즈키28,"성북구 최고의 파스타집같아요.
일단 음식이맛있고 인테리어도 좋아서 가족끼리 모임하기좋네요",right_only
라체나1907,q1w2e3,양많고요 맛좋아요,right_only
라체나1907,ksy****,"사장님께서도 너무 친절하시고 음식도 너무너무 맛있어요!!(거짓말 안 치고 이때까지 먹어본 파스타에서 손 꼽을 정도로 맛있었어요) 다른 파스타 집은 파스타를 이 가격에 잘 팔지도 않고, 팔더라도 양이 많지 않은데 여긴 양도 많고 좋았어요!! 그리고 가게도 이뻐서 있는 동안 기분도 좋아졌어요!! 석계역에 이런 곳이 있다니 놀랍고 다음엔 가족들과 오고 싶네요!",right_only
라체나1907,감사만족행복,맛있네요^^,right_only
라체나1907,gkw****,2명이서 예약 해서 잘 다녀왔고 매장 인테리어 이쁘고 음식 맛있습니다. ,right_only
라체나1907,베리페리38,석계역에 이렇게 예쁜 레스토랑이 있는 줄 몰랄어요! 분위기도 좋고 스테이크도 부드럽고 파스타도 너무 맛있어서 즐거운 데이트 하고 왔어요☺️ 저녁에 가면 분위기 있을 것 같아서 다음엔 저녁 식사를 하러 갈게요 ❤️,right_only
라체나1907,dona4811,"맛있구 저렴하구 좋아요!
조만간 또 갈게요ㅎㅎ",right_only
라체나1907,은성맘89,"남성분들 여기 여친 꼭 데려가세요.ㅋ
특별한날가면 너무 좋을듯해요.
매장 입구부터 너무 예쁘게 
꾸며놓으셨더군요.
걸어들어갈때부터 기분이 UP!
직원분 아주 친절하고
내부도 층고가 높고 확트인 느낌
전체적으로 어둑어둑한 조명에
샹들리에가 돋보여서 더 예뻐요.
청양크림파스타 매콤하고 부드럽고
고소하고 딱이였어요.
대표메뉴인 이유가 있는듯~
부드러운 고기도 듬뿍 들어있던데요.
레드와인스테이크도 약간 새콤 매콤한
소스가 딱맛있고 스테이크는
진짜 살살녹아요.
청포도에이드 시켰는데 인위적인 맛이아닌
청포도 그대로의 맛에 
과육도 갈아넣은듯 
씹혀서 완젼 맛있었어요.
와인을 못마셔서 아쉽.ㅜㅜ
친구들이랑 연말에 꼭 가려구요^^",right_only
라체나1907,이월이18,기념일이라 왔는데 분위기도 좋고 인테리어도 너무 예쁜거 같아요 특히 접시가 예뻐서 음식도 더 맛있어 보이는 거 같아요♡,right_only
라체나1907,snowhee," 분위기도 좋고 너무맛있게잘먹었습니당 :)
무엇보다도 샹그리아와인이 너무맛있었어요!
",right_only
라체나1907,마성녀,"흠... 주방장이 바뀐건지.....

",right_only
라체나1907,bie****,여기 진짜 맛있어요!! 리뷰 잘 안쓰는데 만족해서 남깁니다,right_only
라체나1907,앗싸앗싸곤,맛있음 염염긋 ㅋㅋ 나중에는 와인도 먹을 거임 헤헷콩,right_only
라체나1907,오늘도반짝반짝lucete,공간이 넓지 않지만 맛있게 잘먹었어요^^,right_only
라체나1907,khe****,음식도 맛나고 조용히 대화하기 좋아요~,right_only
라체나1907,won****,음식 맛있고 친절하십니다. 파스타가 전체적으로 매콤해서 매운 맛 잘 못드시면 안맵게 해달라고 하면 그렇게 해주십니다. 밥 달라고해서 소스에 비벼먹으려다가 배불러서 참았는데 다음번에 한 번 도전해볼까 싶기도...ㅎㅎ 빵 시켜서 찍어드셔도 좋을거예요. ,right_only
라체나1907,내가맛있는집,"오오!
퇴근 시간이 늦어 급하게 맛집을 찾던 중
찾아버린 파스타 집이였네요.

여기 방문하고 다른 파스타 집을 가지 않게 될것 같아요.

다른 메뉴도 먹어보기 위해 또 방문하려고 해요",right_only
라체나1907,팡이453,양많고 맛있어요!,right_only
라체나1907,채보람0,"석계에서 가장 맛있는 파스타집
청양고추파스타는 정말 원픽입니다♡",right_only
라체나1907,rud1278,좋아요,right_only
라체나1907,mod****,"맛있고 양도 넉넉해요
인테리어도 분위기있어서
좋은날 오기 딱이네요",right_only
라체나1907,Ana Park,Surprisingly good. I like the interior. The staff is kind. The food is good. We ordered the 2인 set with red house wine. Will visit again!,right_only
라체나1907,찐찐아 짱,"동생과 오랜만의  둘만의  힐링을 위해  급하게  검색하고  예약한  라체나1907!!
분위기며  음식이며  다음에  또  가보고  싶은곳이네요^^",right_only
라체나1907,콩이랑1075,"오랜만에 왔어요
맛있게 잘 먹었습니다 😃",right_only
라체나1907,이앤지,런치셋트로 먹었는데 맛도좋고 매장인테리어도 멋져서 분위기 넘 좋았어요 동네에 이런 숨은 집이 있었다니! 앞으로 자주 방문할 것 같아요 짱~,right_only
라체나1907,emi****,"처음 도전하는 트러플 파스타였는데, 독특하고 맛있었습니다. 다음에는 다른 메뉴 먹어보고 싶습니다.",right_only
라체나1907,나름좋았던하루,난로가 곳곳에 배치되어있어 따뜻했고 아기자기한 인테리어도 좋았습니다. 파스타와 리조또 모두 맛있었습니다.,right_only
라체나1907,쥐똥8430,맛있어요.매장도 아담하고 가격대비 신선하고 양도 많고 친절하시고 너뮤 다 좋았어요,right_only
라체나1907,바다조아92,가성비 좋고 정말 맛있어요 ,right_only
라체나1907,8에스뗄라8,너무너무 맛있고 친절하고 양도 많고 ㅎ ㅋ역시 유명한이유가 있네요!!!:) 담에 또 갈게요 ㅎ,right_only
라체나1907,hyz****,"가끔 분위기 낼겸 가는곳 입니다
동네 이런집이 있어서 너무 좋아요~
맛있고 분위기 좋습니다~
가지파스타 신메뉴 넘나 맛있어요~",right_only
라체나1907,eur****,"네이버 pay로 예약,주문,결제 까지 편하네요
음식 맛나고 깔끔합니다.",right_only
라체나1907,비밀2447,좋아요,right_only
라체나1907,도은소윤맘97,"너무 맛있어서 여러번 갔는데
오늘 오랜만에 친구 만나서 갔어요 역시나 맛있네요 
또 갈게요 ㅎㅎ ",right_only
라체나1907,동동조련사,특별한 날 집근처에서 맛저했어요😎,right_only
라체나1907,la vie en rose598,"파스타의 느끼함을 잡아준 소고기 크림 파스타, 아주 맛있어요!",right_only
라체나1907,LG909423,"가성비최고 맛집입니다
가까운곳에 있으면 매일가고 싶은곳입니다",right_only
라체나1907,coflskfk,가지가 들어간 토마토소스 스파게티,right_only
라체나1907,sae****,4인 세트 메뉴 주문하여 음료/와인이랑 서빙되었는데요. 맛도 좋고 분위기도 좋았어요. 가격적인 부담도 덜해서 연말 모임에도 좋을 듯해요.,right_only
라체나1907,tta****,음식이 맛있고 분위기가 좋습니다,right_only
라체나1907,lkassam,"누군가와  정답고 맛있는 시간을 갖고 싶을 때 참 좋아요.
가정집 같은 따뜻한 가게 모습도  친철하고 인심 좋은 사장님도 좋지만,  
무엇보다 음식이 아주 맛있어요. ^^",right_only
라체나1907,우리가족17,"좋은 분위기, 좋은 음식, 좋은 맛.",right_only
라체나1907,gis7736,분위기 좋은 레스토랑 음식 맛있어요,right_only
라체나1907,아즈키28,파스타 퀄리티도 높고 무엇보다 맛있어서 파스타 먹고싶을땐 여기로 갑니다,right_only
라체나1907,뚜1092,모든 메뉴가 다 넘 맛있어요🫶🏻 배부르고 맛나게 잘 먹고 나왔습니당,right_only
라체나1907,원더맘79,"청양크림파스타와 로제파스타 다 맛있었어요!
고기가 부드럽고 소스도 진하고 양도 괜찮고, 분위기도 좋습니다. 집 가까이 이런 곳이 있어서 좋네요. 자주 애용해야 겠어요!",right_only
라체나1907,염자매모친,"너무너무 힐링되었어용.
동생이랑 간만에 완전 맛있는음식
먹을수 있어서 넘 좋았습니다.
여기는 또갈꺼예용.
연말모임때 이곳으로 강력추천 해보겠습니당
❤🤭💓🍀👍🙏",right_only
라체나1907,km****,좋아요 ,right_only
라체나1907,제이와이핑,"맛집발견~~ 스테이크도 맛있고 전체적으로 맛있고
친절함이 좋았답니다..",right_only
라체나1907,희망으로 가득찬,분위기도 좋고 맛있어요.,right_only
라체나1907,lan****,"항상 즐겨찾는 곳입니다! 가성비 분위기 맛 다 좋아요!
점심시간에 자리 없어서 못 들어간적도 있는 이 부근 인기 레스토랑입니다!",right_only
라체나1907,ayo****,청양크림파스타 진짜 존맛탱 강추!!! 친절하고 음식도 가성비 좋고 무엇보다 넘 맛있어용😆 재방문의사 완전있어요,right_only
라체나1907,조아조아0624,"언제나 맛집!!!!!
가격대비 너무 맛있어요♡",right_only
라체나1907,바다조아92,오늘도 여전히 맛있고 가성비 쩌네요 그런데 리조또랑 전체적으로 좀 많이 매움 조금만 덜 매우면 좋겠네요,right_only
라체나1907,tkfmdgo,"석계역에 이런 맛집이 있었다니~! 
명란올리브파스타 스테이크 진짜 맛있었어요:) 직원분도 친절하시구 분위기도 좋아서 데이트하기 딱 좋을거 같아요^^ 남편이랑 또 먹으러 올게요~! 
",right_only
라체나1907,ktyj1210,직원분들 친절하고 맛있어요!,right_only
라체나1907,planetarium73,전에 한번 가봤더니 괜찮아서 화이트데이 기념으로 신랑이랑 갔는데 신랑이 아주 만족스러워했어요! 잘 먹었습니다!,right_only
라체나1907,끼수니이,"파스타 종류 다 맛있어요! 
",right_only
라체나1907,Jeekk,가지미트파스타 마싯어여 진짜,right_only
라체나1907,aba****,맛집,right_only
라체나1907,깡maro,와인콜키지도 되고 음식도 맛있고 친구들이랑 모임하기 좋아요~,right_only
라체나1907,iam****,"샐러드, 파스타, 스테이크 다 맛있어요 ㅎㅎ ",right_only
라체나1907,dian47,청양크림파스타 넘 맛있어요!😋,right_only
라체나1907,쁘이v,청양 크림 파스타 소스가 적당하게 매콤하면서 고소해서 또 먹고싶은 매력이에요 스테이크도 원하시는 굽기로 구워주시고 다양한 채소들과 곁들여 나와 더욱 맛있게 먹었네요 분위기도 좋아 모임으로도 좋겠어요~,right_only
라체나1907,령쓰야,"만삭임산부 순산기념 단체예약이었는데, 아이 유무를 물어봐주시고 유아식기 및 좌석배치까지 신경 써 주셔서 감사했습니다. 매콤한 맛과 크림맛의 적절한 조화로움으로 주문한 메뉴 모두 맛있게 식사 했습니다~~ ",right_only
라체나1907,바다조아92,맛있고 가성비 좋아요 ,right_only
라체나1907,hihello20,늘 맛있습니다 너무좋아요! ,right_only
라체나1907,아즈키28,파스타가 너무 맛있었어요 우리동네 맛집이에요~!,right_only
김과장고깃집 석계점,bom****,"석계역 최고 가성비 고기 맛집!!🩷
삼겹+목살+항정살 해서 600g에 사이드로 깍두기 볶음밥에 치즈 추가해서 먹었는데 인당 2만원도 안하는 착한 가격이더라구용 학생인데도 부담 안되는 가격에 배부르게 먹을 수 있어서 자주 찾을 것 같습니당 ㅎㅎ
고기도 엄청 야들야들하고 질이 엄청 좋아서 잡내도 하나 없어용 사이드로 나오는 김치와 콩나물은 무한 리필 가능합니다!!
깍두기 볶음밥은 꼭 치즈 추가해서 드세요 꼬소함이 남다릅니당🙌🏻
직원분들도 엄청 친절하셔서 기분 좋은 한 끼 했네용 반찬 다 먹으면 따로 말씀 안드려도 계속 리필 원하시냐고 물어봐주십니당 ㅎㅎ 서비스가 너무 좋았어용!!! 재방문의사 x1000000인 식당이네용🫶🏻",right_only
김과장고깃집 석계점,잔디2934,"’콜키지프리’라는 무수히 많은 블로그 홍보를 보고 여길 선택했습니다. 막상 가서 직원한테 말하니 콜키지프리가 뭔지 모르겠다며 사장님(정확하진 않음)께 여쭌다했는데 저 멀리서 ”아 내가 설명할게!“라고 화난 투로 소리 치길래 1차 당황. 그 후 저희 테이블 오셔서는 ”술 따로 안시키고 가져온거 드신단거에요? 드시는건 괜찮지만 잔은 따로 없어요“라고 기분 나쁘게 말하더군요. 왜 콜키지프리라고 홍보하나 싶었습니다. 얘기 듣고 눈치 보여서 소주도 따로 시켰고, 저희가 사케를 가져가서 망정이지 와인 가져갔으면 소주잔에 와인 마실 뻔했네요. 큰 친절을 기대하고 간건 아니지만 콜키지프리라고 광고하셨으면 잔 제공을 해주시거나 제대로 안내해주시는게 맞지 않을까요? 파마끼 있는 남자분 공격적인 말투도 삼가하시면 좋겠네요.",right_only
김과장고깃집 석계점,곽두철42,"고기가 신선하고 맛있어요!!
여러가지 세트 메뉴가 있어서 더 좋네요❤️
석계역고기집 찾으신다면 김과장고깃집 석계점 추천👍",right_only
김과장고깃집 석계점,상계동설아,"남자친구랑 석계역 데이트하러 왔다가 사람들 많길래 들어왔는데 괜히 사람들 많은게 아니였어요˘͈ᵕ˘͈ 세트메뉴 구성도 너무 좋고 단품 고기들도 가성비 금액에 퀄리티도 엄청 좋아요..😳 그리고 김치랑 콩나물 등 계속 리필해주시고 된장국도 서비스로 나와서 더 좋았어요! 고기 다 먹고 볶음밥 시켰는데 사장님이 귀여운 토끼로 만들어주셔요..💕 완전 센스도 최곤데 매장 인테리어도 완전 독특하니 트렌디하고 고기맛이 완전 최고에요 ㅠㅠ 그냥 석계역에서 밥 드실거면 고민마시고 김과장고깃집 오시면 후회 안할거같아요!!!!!!! 
",right_only
김과장고깃집 석계점,쭈 l 동글이아이들,"남자친구랑 저녁먹으러왔는데 대만족❤️
한정럽세트에 껍데기도 시켰어요! 고기질 말할것도 없고 신선 그 자채임..👍
처음에 된장술밥이 서비스로 나오는데 와.. 
술이 쭉 쭉 들어갑니다 ㅠㅠ 
가성비도 좋고 비오는 날 고기 섭취로 행복지수 업 됐습니다 
리얼 석계역 맛집 🥰",right_only
김과장고깃집 석계점,만두7771,"가성비 대박!! 요즘 물가에 이 가격에 이만큼 먹을 수 있다니 사장님 복 받으세용
고기 완전 맛있구 사장님도 넘 친절하셔요🫶🏻",right_only
김과장고깃집 석계점,twi****,"고기가 야들야들~
고기 맛집이네요
고기질도 좋고 
친절해서 또 방문하고 싶어요",right_only
김과장고깃집 석계점,glg****,"고기가 확실히 육즙이 살아있어요 
좋은 고기를 원했는데 오길 잘한거같아요 
된장찌개도 맛있어요 ",right_only
김과장고깃집 석계점,리뷰퀸팝콘,"가게가 많이 넓지는 않지만, 직원분이 충분히 계셔서 바쁜데도 체계적으로 잘 돌아가는 고깃집!
김과장스페셜 모듬 소고기 먹었는데 짱 맛있었어요👍
살치살 짱부드러워서 녹는줄ㅜㅜ",right_only
김과장고깃집 석계점,찌이잉잉,가성비 쩔고 개맛있어요 진짜임 사장님도 살짝 츤데레 스타일이신거같은데 친절하시고 항정살 도라방스 재방문 무조건임,right_only
김과장고깃집 석계점,긍정쏭e,"가성비도 너무 너무 좋고 무엇보다 고기질이 진짜 신선하고 좋아요~~~
사장님도 진짜 친절하시고 맛도 좋고! 기분좋게 먹고 왔어요 최고의 식당이었답니다 막국수도 시원하니 맛있더라구요 잘 먹고 갑니다 조만간 또 갈게요~~!",right_only
김과장고깃집 석계점,Sohyun80,"일단 가성비가 진짜 찐찐찐 너어어무 조아요
사람들이 많은 이유가 있습니다 ㅎㅎㅎ
가성비 조은디 퀄리티도 좋아서 완전 강추입니다
된장술밥도 기본인데 굿굿!!!!!",right_only
김과장고깃집 석계점,찌니의일기장,"석계동 김과장고깃집🥩,

고기 질도 좋고 무엇보다 같이 나오는
반찬들도 너무 맛있습니다~

자리도 넓어서 회식 자리로도 좋을 거 같구,
고기 야들야들 부드러워서 자주 방문할 거 같아요!!",right_only
김과장고깃집 석계점,로티플s,"고기 질도 좋고 맛도 좋고
가성비 좋은 고깃집이예요.
사장님과 알바생분들도 너무 친절하시고
기분좋게 잘 먹고갑니다.
다음에는 껍데기도 먹어보러 가려구요.
석계 고깃집은 여기로 정착!  👍
",right_only
김과장고깃집 석계점,소희147,"고기 질이 좋아요 냉삼,뽈살 먹고 맛있어서 항정살도 주문했는제 항정살도 쫀득하고 맛있음 잡내도 안나고 껍데기는 양념?이 되어있어서 달달하고 술 안주로 짱이였어영 고기만 먹다보면 느끼할 수 있는데 막국수 까지 먹어주니 짱이였음 사장님도 친절하셔여",right_only
김과장고깃집 석계점,이구역은내가접수한다,"가족끼리 외식할겸 맛집 찾다가 친구들 스토리에서 많이 언급되어 방문하게 되었어요ㅎㅎ 항상 웨이팅 많다는 후기가 있어서 네이버 예약을 하고 방문했더니 웨이팅없이 빠르게 들어갈 수 있었어요! (예약강추)

고기도 진짜 두툼하고 육즙이 미쳤습니다🔥 그리고 된장술밥은 처음먹어보는게 제 취향저격ㅋ🤧💛 와규세트 먹었는데 저는 삼겹살 처돌이거든요??(소고기보다 삼겹살파) 근데 솔직히 소고기는 진짜 맛있었구.. 귀하다 귀해 입에서 진짜 녹았어요ㅠㅠ 

여기는 소고기 돼지고기 다 판매하는 것도 명의나물과 상추와 파채와 쌈무 ㅜㅜ 모두 냠냠 순삭했습니다..✨ 친구들이랑 또 올게요~!!~",right_only
김과장고깃집 석계점,젼8575,고기양도 많은데 가격도 저렴하고!!! 맛도 넘 좋아요 ㅠㅠ 소랑 돼지세트에서 1번 와규세트인데 진짜 강추합니당.. 이가격에 이양이라니.. 김치 콩나물 명이나물 파절임 쌈무 상추 버섯 당근 마늘.. 다양하고 된장술밥도 기본으로 나와서 좋구요!! 건강한 된장맛...❤ 그리고 콜키지 프리라서 넘 조아여 아 대신 꼭 미리 말씀드리고 가져오세욥...ㅎㅎ ,right_only
김과장고깃집 석계점,맛집러93,"양파에 껍데기 입혀서 드세요 너무 맛나요 ㅠㅠ
콩나물이 고기랑 곁들어서 먹기에 너무 좋아요!!!
석계역 오시면 강추!!",right_only
김과장고깃집 석계점,ksy50278,"삼겹살, 목살, 항정살이 나오는 세트인
항정럽세트에다 껍데기를 먼제 시켜서 먹었어요!
맛있어서 삼겹살과 목살 1인분씩 추가해서 먹었음😋
껍데기가 두껍고 살짝 양념이 되어 있어서 달짝지근.
생각보다 껍데기가 맛있어서 놀랐어요!
깍두기 볶음밥 주문해서 치즈 올려서 먹었음.
마지막 입가심까지 깔끔하게 끝!",right_only
김과장고깃집 석계점,쪼슐랭가이드,"맛있는 고기가 먹고 싶어 검색하고 예약해서 왔어요! 목살하고 삼겹살 반반 메뉴가 착한 가격으로 있더라구요 메뉴구성도 굉장히 다양하고 가격도 착한데 고기질도 좋아요👍 석계역삼겹살 맛집, 석계역맛집 찾으신다면 강추합니다! 된장술밥도 무료로 제공되더라구요! 분위기도 좋고 단체든 연인이든 가족이든 누구든 추천!!❤️",right_only
김과장고깃집 석계점,초롬이94,"김과장 석계점은 무엇보다 고기가 정말 맛있고 반찬은 물론이고 사장님 및 직원분도 너무 친절하셔서 자주 오는 곳이에요~~
사실 주변에 고깃집이 많은데 맛이 있어야 또 오는거잖아요. 근데 여긴 삼겹살 먹고 싶을때 꼭 생각이 나더라고요!
주변에 계시는 분들 강추합니당 ㅎㅎ",right_only
김과장고깃집 석계점,ipa****,항정럽세트 먹었는데 너무 맛있어서 추가로 껍데시도 먹었습니다 껍데기가 정말 별미에요 강추입니다! 번창하시고 또올게요!,right_only
김과장고깃집 석계점,올빼미95,"친구들랑 만나서 어디갈까하다가 자주가게되는 김과장 고깃집입니다!!👍🏻
술마실때 그나마 건강하게 단백질도 먹으면서 마시려고 고기 먹으려고 하면 꼭 와요😉
고기도 다 두툼하고 잡내없이 맛있는데 특히 껍데기가 돼지냄새도 별로 안나고 짭쪼름하니 맛있어요!❣️
껍데기는 여기서는 처음 먹어봤는데 다른데보다 양념도 맛있고 잡내도 안나서 맛있어요!🤤
맛도 맛이지만 여러가지 부위를 다 즐길수 있는 세트메뉴가 있어서 더 자주가게되는것 같아요. 부위가 다양하지마
여기저기 귀여운 포스터와 문구들이 있어서 맛도 맛이지만 왜 사람이 많은지 알것 같은 곳입니다.😘
친구랑 고기가 먹고싶다면 무조건 오게 되는 고깃집인것 같아요😂
 사이드로 나오는 된장국도 맛있고 반찬( 김치 쌈무 나물 )들도 다 하나도 거슬리는 맛 없이 고기랑 잘 어울려요🥺",right_only
김과장고깃집 석계점,junny6527,"남편이랑 고기가 먹고싶어서 왔습니다.
삼겹,목살,막창 먹었는데 저는 막창 별로 안죠아하는데(냄새땜에) 남편이 좋아해서 시켰는데 오.. 잡내가 없어요 그래서 저도 맛있게먹을수있었습니다
고기질도 좋고 같이먹는 파절이, 김치, 콩나물 곁들임 음식이 다 맛있었어요
된장술밥은 진짜 제대로 술안주네요👍👍👍 다음에 또 오겠습니다",right_only
김과장고깃집 석계점,아아6734,고기 양도 많고 맛있어요!! 특히 껍데기 진짜 사랑해요💕 부드럽고 쫀득해서 진짜 맛있더라고요!! 껍데기랑 볶음밥은 꼭 드세요. 맛있는 고기링 친절한 직원분들 덕분에 넘 맛있게 잘 먹었습미다,right_only
김과장고깃집 석계점,승둥22,맛있게 먹었습니다 사장님도 직원분들도 너무 친절하셔서 편안하게 먹을수있었어요! 벌써 세번째 방문인데도 처음처럼 여전히 맛있네요 굿,right_only
김과장고깃집 석계점,사랑천사맘,"배가고파 흡입하다보니 사진찍은게없고 복음밥만  후딱찍고 영수증리뷰 음료서비스 신청~
석계역 오면 삼겹살생각날때 꼭 김과장고깃집으로 와요 일단부담없는금액에 특히 사장님이  알아봐주시고 친절합니다~ 특히 파채소스가 진짜맛있어서 리필한번은 꼭하는거 같아요~ 앞으로도 모임이나 지인과도 석계역에서는 삼겹살 = 김과장고깃집입니당~ 번창하세요~",right_only
김과장고깃집 석계점,lovemie,반찬구성도 좋고 직원분들도 사장님도 친절하고 고기도 부드럽고 맛있어요! 깍두기볶음밥도 꼭 드세용,right_only
김과장고깃집 석계점,델리에서온지미94,"주변에 올때마다 가게 되는 곳이에요
적당히 시끌벅적하고 고기에 같이 주시는 콩나물+김치 조합이 맛있어요
온누리상품권 가맹점인줄 모르고 상품권 사놓는걸 깜빡했네요 다른 분들은 미리 사서 할인 받으세요",right_only
김과장고깃집 석계점,냠냐밍냠,"알바생분이 곰돌이 만들어주셔서 새로웠어욯ㅎ 늘 하트 모양만 만들어주셨는데 귀엽더라구요~ 제가 제일 좋아하는 내장탕이랑 막국수까지 야무지게 조지고 갑니다! 같이 갈 애인이 없어 남들 양식집 가서 쓸 때 저희는 더 맛있는 고기 먹네요 ㅎㅎㅎ 오늘은 삼겹 목살 항정 와규등심 관자까지 ~~  크리스마스 이브에 애인 없는 사람들끼리 소소하게 즐기기 넘 행복하네요 내년엔 둘이 같이 올 일이 없길 바랍니다 ,, 🥹🥹🥹",right_only
김과장고깃집 석계점,태애앵,처음 와봤는데 평점이 높은 이유를 알겠어요!! 너무 맛있습니다. 늦은 저녁에 와서 솔드아웃돼서 소고기 종류가 많이 없었지만 삼합세트랑 항정살 맛있게 먹었습니다ㅎㅎ 다음에 또 올게요🫶🏻,right_only
김과장고깃집 석계점,박민수얌,"양이 진짜 많고 고기 질이 좋아요! 😋
직원 분들도 친절하시고 노래가 옛날노래 나와서 재밌었어요!
창가에서 먹고 있는데 사장님? 직원분이 미화원 분들 음료 챙겨주시는 것 보고 감동 서윗🥹
잘 되는 것 같지만 더더 잘 되서 번창하셨음 좋겠어요😘",right_only
김과장고깃집 석계점,ppy5050,소도 먹고 돼지도 먹었는데 고기가 신선하고 다 너무 맛있어요👍🏻 사장님도 직원분들도 모두 친절 해서 기분 좋게 맛있게 먹고 갑니다 !!,right_only
김과장고깃집 석계점,덕덕이42,"석계역 갓성비 고깃집을 찾아서 너무 좋았습니다 
여기 직원분들도 정말 친절하고, 저녁 때 방문해서 웨이팅이 조금 있기는 했지만, 진짜 최대한 잘 해주시려고 노력하는 직원분들 보면서 너무 감사했어요. 
고기는 항정살 매우 맛있으니 강추입니다!!! 소주한잔 하러 오시기에 아주 좋은 곳!!",right_only
김과장고깃집 석계점,잇퓨졔,"진짜 너무 맛있고 사장님과 직원 분들 친절하십니다~~!
세트 메뉴가 있어서 둘이서도 알차게 배부르게 먹을
수 있습니다 ㅎㅎ
완전 석계 고기 찐맛집이에요!
예약도 가능해서 모임 장소로도 매우 좋을 것 같습니다:)
강추 입니다~~!✨✨✨",right_only
김과장고깃집 석계점,ramS2,"남편이랑 저녁 먹으러 왔는데 넘 맛있어요. :)
세트 메뉴로 돼있어서 가성비도 좋고..
맛난 소고기 잘 먹고 갑니당!
예약 하고 오길 잘 했네요.. 웨이팅 있어서.. 예약 방문 추천 드려요ㅎㅅㅎ",right_only
김과장고깃집 석계점,Aiden233,"석계역 근방의 먹자골목에는 수많은 맛집들이 숨어있는데 
김과장고깃집도 그런 맛집 중 하나였습니다. 
기본적으로 돌판에 김치와 콩나물, 마늘이 올라가 있고 
고기기름에 노릇하게 잘 구워내면 정말 맛있습니다. 
소고기세트와 삼겹살을 먹었는데 아이들이 정말 맛있게 
잘 먹었거니와 삼겹살은 200g에 11,000원이라는 가성비에 
돼지냄새 1도 괜찮았습니다. 
그리고 외부에 있는 화장실은 특히 관리를 잘하셔서 그런지 
굉장히 청결했네요. 
김과장고깃집 석계역 최고~!",right_only
김과장고깃집 석계점,강물41,"고기가 완전 저렴해요 요즘 볼 수 없는 가격대!
목살 완전 부드러워요 ◡̈ 
밑반찬도 맛있고 리필 요청드리면 듬뿍 주셔서 완전 만족스러웠어요~",right_only
김과장고깃집 석계점,첫번째남자,"시간이영업전이였는데 사장님출근하시자마자 먹어도되는지 여쭈어봤는데 흔쾌히 가능하다하셨습니당
맛도좋고 사장님의친절도 최곱니당*^^*
집이가까워서 자주왔는데 항상변함없는친절이 너무좋은것같아요 최공♡♡♡",right_only
김과장고깃집 석계점,Stella2,"석계역 먹자거리에 가성비 좋은 고깃집이 있어 방문을 하게 됐습니다.
세트메뉴 구성이 잘 되어 있었는데 적당한 가격대에 고기질도 좋고 양도 많아서 아주 만족스럽게 식사를 했어요.
주말에 방문한거라 예약을 했는데 워낙 고기가 신선하고 가격도 좋아서 많은 분들이 찾으시더라구요.
돼지고기가 두껍고 양도 많아 맛이 좋아서
앞으로도 자주 찾을것 같아요.
반찬도 아낌없이 주시고 직원분들도 정말 친절하셔서 좋은 저녁시간 됐습니다 😆",right_only
